gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4479796051,1,18,4,0,7,4,11,0,0,0,0,17321,7.2,18397,233,41,2091,2518,23.3,1732.1,19,4,1,4,7,6,1,1,0,0,15230,6.6,15879,204,60,-2091,-2518,20.4,1523.0
4434070887,1,16,3,0,14,3,18,1,1,0,0,18413,7.2,19646,196,61,3994,3953,19.6,1841.3,15,1,1,3,14,2,0,0,0,0,14419,6.2,15693,213,40,-3994,-3953,21.3,1441.9
4515508152,0,12,2,0,3,8,4,1,1,0,0,14580,6.6,16446,203,55,-4591,-1620,20.3,1458.0,14,1,1,8,3,6,0,0,0,1,19171,6.8,18066,241,45,4591,1620,24.1,1917.1
4513277280,0,37,3,0,1,3,1,1,0,1,0,15373,7.0,18233,264,80,599,754,26.4,1537.3,43,3,1,3,1,3,0,0,0,0,14774,6.8,17479,212,48,-599,-754,21.2,1477.4
4526131231,0,15,3,1,9,6,9,1,1,0,0,17004,6.4,17216,185,44,2253,772,18.5,1700.4,14,1,0,6,9,3,0,0,0,0,14751,6.6,16444,163,44,-2253,-772,16.3,1475.1
4432016778,0,14,3,0,12,8,13,0,0,0,0,19306,7.4,19792,218,32,1087,340,21.8,1930.6,18,0,1,8,12,8,2,1,1,0,18219,7.4,19452,222,60,-1087,-340,22.2,1821.9
4475220338,0,35,1,0,3,10,1,1,0,1,0,15084,6.8,17618,188,54,-3847,-933,18.8,1508.4,13,1,1,10,3,11,1,1,0,1,18931,6.8,18551,232,37,3847,933,23.2,1893.1
4485610478,1,14,5,1,5,9,8,0,0,0,0,14927,6.6,15638,196,25,-2614,-1880,19.6,1492.7,17,3,0,9,5,16,1,1,0,0,17541,6.8,17518,214,47,2614,1880,21.4,1754.1
4522089965,1,16,2,0,6,7,3,0,0,0,0,16370,6.6,16868,231,48,-129,-726,23.1,1637.0,42,3,1,7,6,8,0,0,0,0,16499,7.0,17594,182,44,129,726,18.2,1649.9
4522419408,0,16,4,0,2,2,0,1,0,1,0,13742,6.8,17269,208,52,-2296,-1213,20.8,1374.2,15,2,1,2,2,1,1,1,0,0,16038,6.8,18482,250,52,2296,1213,25.0,1603.8
4465315065,0,21,4,0,2,9,1,0,0,0,0,13709,6.4,15514,199,40,-4681,-2497,19.9,1370.9,18,4,1,9,2,18,1,1,0,0,18390,7.0,18011,230,51,4681,2497,23.0,1839.0
4519911562,0,16,3,0,1,3,1,0,0,0,0,14988,7.2,18065,256,44,428,-36,25.6,1498.8,19,3,1,3,1,1,1,1,0,0,14560,7.0,18101,220,56,-428,36,22.0,1456.0
4518760937,1,38,6,1,6,2,6,2,1,1,0,16149,6.8,18239,220,45,1819,1262,22.0,1614.9,17,0,0,2,6,1,0,0,0,0,14330,6.6,16977,206,54,-1819,-1262,20.6,1433.0
4525248629,1,34,3,1,8,5,9,1,1,0,0,16840,7.2,18289,185,74,1015,1543,18.5,1684.0,79,3,0,5,8,7,1,0,1,0,15825,6.6,16746,195,38,-1015,-1543,19.5,1582.5
4526352878,1,18,3,0,9,11,16,0,0,0,0,17174,6.8,16698,186,33,-1682,-2102,18.6,1717.4,20,3,1,11,9,15,1,1,0,0,18856,7.2,18800,221,81,1682,2102,22.1,1885.6
4481738259,1,15,2,1,4,1,7,0,0,0,0,16327,7.4,19683,240,73,2246,2898,24.0,1632.7,15,1,0,1,4,2,0,0,0,0,14081,7.0,16785,235,42,-2246,-2898,23.5,1408.1
4492894390,1,11,3,0,11,4,15,1,1,0,0,18565,7.4,19562,216,58,1719,1703,21.6,1856.5,11,2,1,4,11,5,0,0,0,0,16846,7.0,17859,242,57,-1719,-1703,24.2,1684.6
4415420855,0,13,3,0,5,5,7,0,0,0,0,15903,6.8,17896,206,55,811,241,20.6,1590.3,15,2,1,5,5,2,0,0,0,0,15092,7.0,17655,199,52,-811,-241,19.9,1509.2
4496026567,0,20,13,0,5,8,6,0,0,0,0,15356,6.8,16700,207,36,-2416,-3217,20.7,1535.6,42,3,1,8,5,8,0,0,0,0,17772,7.4,19917,239,62,2416,3217,23.9,1777.2
4523821481,1,15,6,1,14,3,17,1,1,0,0,20005,7.4,20561,222,68,5201,4398,22.2,2000.5,71,1,0,3,14,3,0,0,0,0,14804,6.6,16163,211,44,-5201,-4398,21.1,1480.4
4518499489,0,16,2,0,2,11,2,0,0,0,0,13494,5.8,14660,213,24,-5020,-4792,21.3,1349.4,14,3,1,11,2,9,1,1,0,0,18514,7.4,19452,246,57,5020,4792,24.6,1851.4
4525790014,1,11,3,1,5,3,2,0,0,0,0,15934,7.0,18258,251,52,943,505,25.1,1593.4,16,0,0,3,5,2,1,1,0,0,14991,7.0,17753,231,56,-943,-505,23.1,1499.1
4503463273,1,14,0,1,10,10,14,1,1,0,1,19177,7.0,17889,197,60,759,-221,19.7,1917.7,14,2,0,10,10,11,1,0,1,1,18418,7.0,18110,178,43,-759,221,17.8,1841.8
4500702023,1,26,7,1,2,3,6,0,0,0,0,15439,7.0,18214,250,55,567,1168,25.0,1543.9,45,7,0,3,2,6,1,0,1,0,14872,6.6,17046,225,40,-567,-1168,22.5,1487.2
4492726394,0,9,8,1,5,5,5,1,1,0,0,15103,6.6,17162,198,39,-1328,-317,19.8,1510.3,18,2,0,5,5,7,1,0,1,0,16431,7.0,17479,227,36,1328,317,22.7,1643.1
4487090574,1,16,2,1,9,4,11,0,0,0,0,17312,7.0,19125,217,44,2344,1517,21.7,1731.2,39,4,0,4,9,4,0,0,0,0,14968,6.8,17608,201,59,-2344,-1517,20.1,1496.8
4481561513,0,23,4,0,5,5,6,1,1,0,0,16270,7.2,18195,223,54,748,-77,22.3,1627.0,39,7,1,5,5,5,0,0,0,0,15522,6.8,18272,208,55,-748,77,20.8,1552.2
4511150138,1,40,5,0,3,4,3,1,1,0,0,15458,7.2,19132,219,64,98,984,21.9,1545.8,16,3,1,4,3,2,0,0,0,0,15360,7.0,18148,240,48,-98,-984,24.0,1536.0
4519754998,1,27,1,1,6,5,4,0,0,0,0,16789,7.0,19024,218,72,959,917,21.8,1678.9,17,3,0,5,6,5,1,1,0,0,15830,7.0,18107,213,52,-959,-917,21.3,1583.0
4456255419,0,18,4,0,2,7,3,0,0,0,0,14613,6.6,16611,219,44,-3238,-4114,21.9,1461.3,16,4,1,7,2,8,1,1,0,0,17851,7.6,20725,255,64,3238,4114,25.5,1785.1
4519715253,0,50,1,1,7,1,5,0,0,0,1,18193,7.0,18289,225,52,4939,2073,22.5,1819.3,193,0,0,1,7,0,0,0,0,0,13254,6.6,16216,175,66,-4939,-2073,17.5,1325.4
4509828570,1,15,1,1,7,4,7,0,0,0,0,16985,7.2,18420,248,32,992,393,24.8,1698.5,14,1,0,4,7,5,1,1,0,0,15993,6.6,18027,229,65,-992,-393,22.9,1599.3
4467893176,1,13,2,1,8,5,9,1,1,0,0,17643,6.6,17308,226,48,2331,25,22.6,1764.3,14,5,0,5,8,4,0,0,0,0,15312,6.8,17283,193,36,-2331,-25,19.3,1531.2
4478653874,0,10,2,0,1,6,0,1,0,1,0,14059,6.8,17446,213,48,-2160,-88,21.3,1405.9,16,3,1,6,1,10,1,1,0,0,16219,6.8,17534,204,43,2160,88,20.4,1621.9
4486836964,0,12,2,0,3,8,4,0,0,0,0,15330,6.4,16378,205,66,-3277,-1680,20.5,1533.0,16,1,1,8,3,12,2,1,1,1,18607,6.8,18058,220,56,3277,1680,22.0,1860.7
4526160406,1,14,1,0,10,4,12,0,0,0,0,19621,7.6,20681,261,60,4091,2830,26.1,1962.1,15,1,1,4,10,6,1,1,0,0,15530,6.8,17851,202,68,-4091,-2830,20.2,1553.0
4500995168,1,15,2,0,8,9,11,1,1,0,0,17592,6.8,17635,214,52,-134,-565,21.4,1759.2,18,3,1,9,8,10,0,0,0,0,17726,7.0,18200,221,45,134,565,22.1,1772.6
4510116594,1,18,2,1,10,5,9,1,0,1,1,19204,7.2,20182,228,59,4424,4969,22.8,1920.4,12,1,0,5,10,8,1,1,0,0,14780,6.4,15213,187,36,-4424,-4969,18.7,1478.0
4472532304,0,16,3,0,4,9,5,1,0,1,0,14354,6.4,15677,173,49,-4324,-2979,17.3,1435.4,30,3,1,9,4,13,1,1,0,0,18678,7.0,18656,213,55,4324,2979,21.3,1867.8
4469891121,1,15,3,0,7,3,5,1,0,1,0,17060,7.2,19600,242,61,2207,2836,24.2,1706.0,15,3,1,3,7,3,1,1,0,0,14853,6.6,16764,219,68,-2207,-2836,21.9,1485.3
4508960855,1,37,5,1,10,7,12,1,1,0,0,17176,6.8,17299,188,57,99,277,18.8,1717.6,22,1,0,7,10,8,0,0,0,1,17077,6.6,17022,203,38,-99,-277,20.3,1707.7
4527179448,0,54,4,0,3,5,2,1,1,0,0,15630,7.2,18026,236,57,-1655,-881,23.6,1563.0,15,3,1,5,3,6,0,0,0,0,17285,7.0,18907,257,56,1655,881,25.7,1728.5
4522025457,0,12,1,1,13,6,14,0,0,0,1,20317,7.0,18795,199,42,3899,2300,19.9,2031.7,14,2,0,6,13,9,1,1,0,0,16418,6.4,16495,197,56,-3899,-2300,19.7,1641.8
4471458377,0,17,3,0,5,9,7,1,0,1,0,16096,7.0,17359,224,45,-581,146,22.4,1609.6,16,2,1,9,5,8,0,0,0,0,16677,6.8,17213,204,43,581,-146,20.4,1667.7
4512033848,1,16,4,1,7,5,7,1,0,1,0,17271,7.0,18144,246,51,2369,2245,24.6,1727.1,20,4,0,5,7,4,1,1,0,0,14902,6.4,15899,190,56,-2369,-2245,19.0,1490.2
4477995331,0,66,2,1,8,8,13,0,0,0,0,17191,6.8,17401,188,56,654,478,18.8,1719.1,15,1,0,8,8,9,1,1,0,0,16537,6.6,16923,191,57,-654,-478,19.1,1653.7
4519369420,0,39,7,1,6,6,10,0,0,0,0,16889,6.8,17536,240,28,505,-255,24.0,1688.9,17,3,0,6,6,6,1,1,0,0,16384,7.0,17791,230,53,-505,255,23.0,1638.4
4459776671,0,13,4,1,4,8,8,0,0,0,0,15720,6.4,15834,212,44,-2510,-4246,21.2,1572.0,43,2,0,8,4,5,2,1,1,0,18230,7.2,20080,249,75,2510,4246,24.9,1823.0
4463214221,0,20,1,0,5,5,10,1,1,0,0,15847,6.8,17480,203,68,-1015,-1395,20.3,1584.7,13,6,1,5,5,9,1,0,1,0,16862,7.2,18875,256,52,1015,1395,25.6,1686.2
4494477882,1,17,3,1,8,6,8,1,1,0,0,16563,7.2,18469,199,46,498,244,19.9,1656.3,14,2,0,6,8,2,0,0,0,0,16065,7.0,18225,209,41,-498,-244,20.9,1606.5
4522502603,1,15,7,1,11,7,6,1,0,1,0,18317,7.2,19636,229,59,2214,1305,22.9,1831.7,20,2,0,7,11,8,0,0,0,0,16103,7.0,18331,204,48,-2214,-1305,20.4,1610.3
4502741131,0,17,1,1,10,7,13,0,0,0,0,18446,7.2,19075,195,44,1918,1638,19.5,1844.6,11,2,0,7,10,8,2,1,1,0,16528,7.0,17437,191,48,-1918,-1638,19.1,1652.8
4474911318,1,21,2,1,3,2,3,2,1,1,0,14992,6.8,17212,217,48,499,-2,21.7,1499.2,16,3,0,2,3,3,0,0,0,0,14493,7.0,17214,230,31,-499,2,23.0,1449.3
4525623661,1,13,2,1,4,1,1,1,1,0,0,16070,7.0,18706,251,56,2422,1766,25.1,1607.0,13,1,0,1,4,3,0,0,0,0,13648,6.6,16940,199,52,-2422,-1766,19.9,1364.8
4520943763,1,13,16,1,9,8,13,1,1,0,0,17060,6.8,17673,207,64,143,845,20.7,1706.0,39,3,0,8,9,7,0,0,0,0,16917,6.6,16828,212,48,-143,-845,21.2,1691.7
4527328418,0,15,4,1,8,10,11,0,0,0,0,16671,7.0,17530,181,39,-1141,-630,18.1,1667.1,16,2,0,10,8,5,1,0,1,0,17812,6.8,18160,216,48,1141,630,21.6,1781.2
4511605459,1,16,3,1,6,2,8,1,1,0,0,17368,7.2,18140,252,56,3524,2086,25.2,1736.8,14,2,0,2,6,2,0,0,0,0,13844,6.4,16054,195,54,-3524,-2086,19.5,1384.4
4527381514,0,15,3,0,2,8,1,1,1,0,0,14426,6.6,17051,210,60,-2709,-1468,21.0,1442.6,12,4,1,8,2,9,0,0,0,0,17135,7.0,18519,239,48,2709,1468,23.9,1713.5
4455452551,1,24,5,0,8,10,5,0,0,0,0,17538,7.0,18073,224,41,238,840,22.4,1753.8,16,4,1,10,8,10,1,1,0,0,17300,6.8,17233,191,46,-238,-840,19.1,1730.0
4420650746,1,17,11,0,6,6,6,1,1,0,0,16538,7.4,18750,231,52,-626,239,23.1,1653.8,42,4,1,6,6,10,1,0,1,0,17164,6.8,18511,230,43,626,-239,23.0,1716.4
4527127761,1,17,3,1,4,4,3,0,0,0,0,15812,7.0,17970,241,42,650,128,24.1,1581.2,11,0,0,4,4,4,1,1,0,0,15162,6.8,17842,198,67,-650,-128,19.8,1516.2
4524604603,1,19,3,1,8,6,7,0,0,0,0,17394,6.8,17390,199,68,1377,-221,19.9,1739.4,13,2,0,6,8,5,2,1,1,0,16017,6.8,17611,218,55,-1377,221,21.8,1601.7
4524898178,0,11,2,0,4,10,4,0,0,0,0,15028,6.8,17417,207,52,-3472,-2256,20.7,1502.8,19,1,1,10,4,5,1,1,0,0,18500,7.4,19673,230,52,3472,2256,23.0,1850.0
4517892829,0,8,3,0,2,4,1,0,0,0,0,14856,6.8,18155,240,51,-1129,-1348,24.0,1485.6,34,0,1,4,2,4,1,1,0,0,15985,7.4,19503,225,51,1129,1348,22.5,1598.5
4508892173,1,13,2,1,11,4,10,1,0,1,0,18706,7.2,19465,243,55,3787,2856,24.3,1870.6,15,0,0,4,11,4,0,0,0,0,14919,6.8,16609,202,48,-3787,-2856,20.2,1491.9
4505788319,0,19,1,1,7,6,8,1,1,0,0,17575,6.4,17019,209,41,961,-973,20.9,1757.5,16,2,0,6,7,8,0,0,0,0,16614,7.0,17992,208,54,-961,973,20.8,1661.4
4503545828,1,52,3,1,8,7,8,0,0,0,0,18078,7.0,18614,261,48,1204,306,26.1,1807.8,37,2,0,7,8,7,1,1,0,0,16874,6.8,18308,204,52,-1204,-306,20.4,1687.4
4513468208,1,15,4,0,5,11,6,0,0,0,0,14813,6.8,16945,182,43,-3707,-1742,18.2,1481.3,19,3,1,11,5,10,2,1,1,0,18520,7.2,18687,225,60,3707,1742,22.5,1852.0
4483620406,0,19,2,0,3,6,1,1,0,1,0,14499,7.0,18406,201,68,-3079,-1816,20.1,1449.9,13,4,1,6,3,4,1,1,0,0,17578,7.2,20222,245,63,3079,1816,24.5,1757.8
4465050280,0,143,5,1,10,7,10,1,1,0,0,17665,7.4,18125,213,37,625,-1035,21.3,1766.5,15,2,0,7,10,4,0,0,0,0,17040,7.2,19160,228,71,-625,1035,22.8,1704.0
4526466522,0,16,3,0,4,8,3,0,0,0,0,14756,6.8,17655,184,56,-4105,-2279,18.4,1475.6,16,2,1,8,4,8,1,1,0,0,18861,7.4,19934,229,63,4105,2279,22.9,1886.1
4527154540,0,167,1,1,5,8,6,0,0,0,0,16007,6.8,17474,206,52,-1729,-2105,20.6,1600.7,18,2,0,8,5,8,2,1,1,0,17736,7.4,19579,209,64,1729,2105,20.9,1773.6
4525088163,0,14,2,0,6,7,8,0,0,0,0,15532,6.8,17908,190,48,-1779,-354,19.0,1553.2,16,1,1,7,6,4,0,0,0,0,17311,7.0,18262,242,48,1779,354,24.2,1731.1
4502255242,0,16,2,1,6,4,7,1,1,0,0,16643,7.0,18300,215,51,1515,590,21.5,1664.3,25,2,0,4,6,4,0,0,0,0,15128,6.8,17710,207,56,-1515,-590,20.7,1512.8
4498628249,1,20,4,1,8,8,12,1,1,0,0,16796,6.6,16424,185,48,700,1221,18.5,1679.6,15,3,0,8,8,14,0,0,0,0,16096,6.2,15203,175,28,-700,-1221,17.5,1609.6
4451379938,1,40,0,0,6,6,3,0,0,0,0,17001,7.2,19154,230,68,344,1270,23.0,1700.1,17,2,1,6,6,5,0,0,0,0,16657,7.0,17884,255,32,-344,-1270,25.5,1665.7
4525945422,1,16,4,1,4,7,4,0,0,0,0,15613,6.6,18046,244,46,-1002,-498,24.4,1561.3,59,2,0,7,4,9,2,1,1,0,16615,7.0,18544,181,60,1002,498,18.1,1661.5
4519411417,1,14,1,0,9,6,12,0,0,0,0,17359,7.2,18731,225,34,887,346,22.5,1735.9,14,1,1,6,9,2,0,0,0,0,16472,6.8,18385,237,54,-887,-346,23.7,1647.2
4493134944,0,15,2,0,5,8,5,0,0,0,0,16221,7.0,17699,216,64,-1437,-1656,21.6,1622.1,39,2,1,8,5,4,2,1,1,0,17658,7.2,19355,227,68,1437,1656,22.7,1765.8
4524608366,0,16,7,0,6,7,6,1,1,0,0,17273,7.2,18685,226,64,292,760,22.6,1727.3,21,1,1,7,6,10,0,0,0,0,16981,6.8,17925,225,47,-292,-760,22.5,1698.1
4527078331,1,8,1,1,8,4,7,1,1,0,0,18257,7.0,19371,246,60,3149,1513,24.6,1825.7,15,1,0,4,8,1,0,0,0,0,15108,6.8,17858,227,61,-3149,-1513,22.7,1510.8
4512485280,1,16,3,0,8,2,10,0,0,0,0,17917,7.0,17502,239,48,3201,276,23.9,1791.7,14,2,1,2,8,3,1,1,0,0,14716,6.8,17226,197,72,-3201,-276,19.7,1471.6
4516913135,0,15,2,0,5,14,3,0,0,0,0,15424,6.8,17248,191,35,-4585,-3125,19.1,1542.4,15,4,1,14,5,13,2,1,1,0,20009,7.4,20373,228,56,4585,3125,22.8,2000.9
4526235126,1,15,2,1,5,3,9,0,0,0,0,16952,7.2,19223,239,52,790,83,23.9,1695.2,14,4,0,3,5,3,0,0,0,0,16162,7.2,19140,251,76,-790,-83,25.1,1616.2
4527332360,1,56,4,0,2,5,3,0,0,0,0,14732,6.8,17531,210,52,-1461,-799,21.0,1473.2,13,10,1,5,2,6,1,1,0,0,16193,7.2,18330,240,55,1461,799,24.0,1619.3
4469401946,0,13,7,1,11,10,20,1,0,1,0,17949,6.6,16183,172,41,-431,-1022,17.2,1794.9,45,1,0,10,11,10,1,1,0,0,18380,6.6,17205,207,48,431,1022,20.7,1838.0
4518900099,0,19,3,0,6,10,12,1,1,0,0,15693,6.6,16140,177,36,-2794,-2688,17.7,1569.3,16,2,1,10,6,17,0,0,0,0,18487,7.2,18828,237,57,2794,2688,23.7,1848.7
4519816052,0,16,4,0,7,11,6,1,0,1,0,16446,7.0,18130,218,50,-3620,-282,21.8,1644.6,13,3,1,11,7,16,0,0,0,1,20066,6.8,18412,229,34,3620,282,22.9,2006.6
4523481420,0,38,5,0,4,5,3,1,0,1,0,16147,7.0,18863,222,55,482,914,22.2,1614.7,19,2,1,5,4,4,1,1,0,0,15665,7.0,17949,199,54,-482,-914,19.9,1566.5
4505220147,0,17,3,0,4,11,7,0,0,0,0,15224,6.8,16862,189,43,-3595,-1973,18.9,1522.4,19,4,1,11,4,11,1,1,0,0,18819,7.0,18835,221,68,3595,1973,22.1,1881.9
4520529176,1,17,3,1,9,5,10,2,1,1,0,18283,7.2,18731,226,59,2684,1191,22.6,1828.3,41,3,0,5,9,4,0,0,0,0,15599,7.0,17540,211,37,-2684,-1191,21.1,1559.9
4458543967,1,14,2,1,8,4,14,1,1,0,0,16924,6.6,17168,194,59,1258,-124,19.4,1692.4,13,0,0,4,8,5,0,0,0,0,15666,6.8,17292,220,52,-1258,124,22.0,1566.6
4426644547,1,14,4,1,7,7,6,0,0,0,1,19229,7.2,18820,257,62,3545,2162,25.7,1922.9,19,3,0,7,7,10,1,1,0,0,15684,6.6,16658,145,36,-3545,-2162,14.5,1568.4
4516924172,1,14,2,1,8,10,3,1,0,1,0,16674,6.8,18357,223,40,-1577,-716,22.3,1667.4,81,1,0,10,8,11,0,0,0,0,18251,7.0,19073,209,50,1577,716,20.9,1825.1
4523902957,0,15,3,1,7,3,10,1,1,0,0,16578,7.0,18139,200,62,1159,1510,20.0,1657.8,14,2,0,3,7,3,0,0,0,0,15419,6.6,16629,250,41,-1159,-1510,25.0,1541.9
4515724067,0,15,2,0,5,7,5,0,0,0,0,16394,7.0,18234,251,42,-127,515,25.1,1639.4,29,4,1,7,5,12,1,1,0,0,16521,7.0,17719,194,60,127,-515,19.4,1652.1
4467732013,0,16,2,0,4,10,4,1,0,1,0,15651,7.0,17696,224,53,-2699,-2749,22.4,1565.1,30,2,1,10,4,11,1,1,0,0,18350,7.4,20445,201,54,2699,2749,20.1,1835.0
4457404294,1,16,5,1,17,10,25,0,0,0,1,23335,7.6,20839,239,52,6790,5348,23.9,2333.5,14,0,0,10,17,11,0,0,0,0,16545,6.4,15491,129,26,-6790,-5348,12.9,1654.5
4523806048,0,16,2,1,5,3,6,1,1,0,0,15946,7.0,18587,223,51,1433,1278,22.3,1594.6,46,4,0,3,5,2,0,0,0,0,14513,7.0,17309,183,54,-1433,-1278,18.3,1451.3
4518401885,0,13,3,1,2,7,1,1,1,0,0,13828,6.6,16629,204,38,-2622,-1136,20.4,1382.8,12,0,0,7,2,7,0,0,0,0,16450,6.8,17765,192,36,2622,1136,19.2,1645.0
4438792518,1,17,2,1,5,2,5,1,1,0,0,16326,7.0,18135,217,60,1697,293,21.7,1632.6,11,1,0,2,5,2,1,0,1,0,14629,6.6,17842,246,40,-1697,-293,24.6,1462.9
4468727943,0,12,0,1,3,7,4,1,1,0,0,14688,6.8,16866,199,52,-2193,-1574,19.9,1468.8,11,2,0,7,3,10,0,0,0,0,16881,7.0,18440,217,44,2193,1574,21.7,1688.1
4510779224,0,14,2,1,3,7,1,0,0,0,0,15023,7.0,17982,222,60,-2942,-2574,22.2,1502.3,16,4,0,7,3,8,1,1,0,0,17965,7.6,20556,228,72,2942,2574,22.8,1796.5
4488507163,0,17,2,0,7,11,13,1,1,0,0,16225,6.6,17213,206,56,-2463,-2163,20.6,1622.5,17,3,1,11,7,13,0,0,0,0,18688,7.4,19376,224,36,2463,2163,22.4,1868.8
4520937414,0,15,1,1,1,8,0,0,0,0,0,13415,6.4,16177,215,43,-5048,-4231,21.5,1341.5,17,6,0,8,1,8,1,1,0,0,18463,7.6,20408,264,51,5048,4231,26.4,1846.3
4519687023,1,18,1,0,2,6,2,0,0,0,0,14071,6.8,16114,231,47,-2633,-1640,23.1,1407.1,13,4,1,6,2,6,1,1,0,0,16704,6.8,17754,238,52,2633,1640,23.8,1670.4
4520543348,1,20,4,1,5,2,4,2,1,1,0,16071,6.8,17618,224,44,1723,1090,22.4,1607.1,19,2,0,2,5,3,0,0,0,0,14348,6.6,16528,210,47,-1723,-1090,21.0,1434.8
4495217197,1,19,5,1,5,0,4,1,1,0,0,16797,7.2,19788,268,55,2234,1897,26.8,1679.7,19,5,0,0,5,0,0,0,0,0,14563,6.8,17891,273,57,-2234,-1897,27.3,1456.3
4526307631,1,14,2,0,6,4,8,1,1,0,0,17081,7.2,18350,226,58,2061,924,22.6,1708.1,18,2,1,4,6,3,0,0,0,0,15020,6.8,17426,218,44,-2061,-924,21.8,1502.0
4490472819,0,15,2,1,8,8,5,0,0,0,0,16795,6.8,18159,235,48,-507,-790,23.5,1679.5,17,2,0,8,8,9,1,0,1,0,17302,7.2,18949,203,56,507,790,20.3,1730.2
4503692429,0,13,2,0,1,9,1,0,0,0,0,13508,6.6,15474,186,50,-5373,-4474,18.6,1350.8,15,4,1,9,1,11,2,1,1,0,18881,7.2,19948,241,49,5373,4474,24.1,1888.1
4496397328,1,42,4,1,8,5,10,1,1,0,0,17886,7.4,20099,229,59,1824,1409,22.9,1788.6,14,1,0,5,8,5,0,0,0,0,16062,7.2,18690,222,60,-1824,-1409,22.2,1606.2
4516768081,0,17,2,0,4,5,4,0,0,0,0,15714,6.8,17852,243,63,-46,-458,24.3,1571.4,13,3,1,5,4,4,2,1,1,0,15760,7.2,18310,193,56,46,458,19.3,1576.0
4453662166,0,13,3,0,8,7,9,0,0,0,0,16973,7.0,18421,204,46,929,1800,20.4,1697.3,17,4,1,7,8,4,0,0,0,0,16044,6.8,16621,203,48,-929,-1800,20.3,1604.4
4526999717,0,17,2,0,5,6,8,0,0,0,0,15259,6.6,15471,180,52,-3967,-3114,18.0,1525.9,12,1,1,6,5,8,0,0,0,2,19226,7.0,18585,247,60,3967,3114,24.7,1922.6
4463540440,0,34,2,1,5,8,3,0,0,0,0,16422,7.0,18934,247,52,-509,-196,24.7,1642.2,15,1,0,8,5,8,1,1,0,0,16931,6.8,19130,218,48,509,196,21.8,1693.1
4491740882,0,13,3,0,2,9,2,0,0,0,0,14663,6.4,15958,228,44,-3148,-2856,22.8,1466.3,17,2,1,9,2,13,1,1,0,0,17811,7.2,18814,215,64,3148,2856,21.5,1781.1
4490211432,1,18,4,0,6,10,9,0,0,0,0,15445,6.4,16320,188,40,-3473,-1314,18.8,1544.5,15,2,1,10,6,11,0,0,0,0,18918,6.8,17634,217,40,3473,1314,21.7,1891.8
4518026363,1,17,0,1,15,7,15,1,1,0,1,21755,7.2,18071,191,48,5494,1987,19.1,2175.5,10,2,0,7,15,7,0,0,0,0,16261,6.4,16084,168,44,-5494,-1987,16.8,1626.1
4512250515,1,18,4,1,6,0,8,1,1,0,0,16583,7.0,18572,244,64,2532,1722,24.4,1658.3,17,1,0,0,6,0,0,0,0,0,14051,6.6,16850,223,56,-2532,-1722,22.3,1405.1
4527613932,0,12,2,1,6,3,5,0,0,0,0,16007,6.8,17907,221,40,1201,695,22.1,1600.7,12,0,0,3,6,3,1,1,0,0,14806,6.8,17212,209,40,-1201,-695,20.9,1480.6
4455416243,1,18,1,1,7,6,6,0,0,0,1,17462,7.0,18011,210,52,1323,1994,21.0,1746.2,15,4,0,6,7,8,0,0,0,0,16139,6.4,16017,215,54,-1323,-1994,21.5,1613.9
4525999060,0,46,2,0,3,6,0,1,0,1,0,14984,7.0,18050,235,64,-1287,-746,23.5,1498.4,19,3,1,6,3,3,1,1,0,0,16271,7.0,18796,237,58,1287,746,23.7,1627.1
4524476319,0,44,9,1,7,5,5,0,0,0,0,16858,7.0,18305,241,44,1153,930,24.1,1685.8,25,13,0,5,7,11,1,1,0,0,15705,7.0,17375,211,46,-1153,-930,21.1,1570.5
4459239621,0,14,4,1,5,10,4,0,0,0,0,15917,6.8,17246,200,60,-1971,-2626,20.0,1591.7,16,2,0,10,5,13,2,1,1,0,17888,7.2,19872,200,56,1971,2626,20.0,1788.8
4492356958,1,18,3,1,12,12,13,1,1,0,0,19131,7.0,18354,209,38,-1025,-1860,20.9,1913.1,17,2,0,12,12,9,1,0,1,1,20156,7.6,20214,220,52,1025,1860,22.0,2015.6
4512935450,0,12,2,0,6,13,10,1,0,1,0,16083,6.6,16509,218,52,-2772,-2957,21.8,1608.3,15,5,1,13,6,11,1,1,0,0,18855,7.2,19466,207,52,2772,2957,20.7,1885.5
4521341731,0,103,2,1,5,5,8,0,0,0,0,15473,6.8,17268,219,36,-130,-423,21.9,1547.3,17,1,0,5,5,7,0,0,0,0,15603,7.0,17691,221,51,130,423,22.1,1560.3
4480049039,0,14,3,0,6,7,8,1,1,0,0,15390,6.8,17104,194,47,-1423,-1150,19.4,1539.0,19,0,1,7,6,3,0,0,0,0,16813,7.2,18254,218,56,1423,1150,21.8,1681.3
