,blueWins,ratioFirstBlood,differenceFirstBlood,ratioKills,differenceKills,ratioDeaths,differenceDeaths,ratioAssists,differenceAssists,ratioEliteMonsters,differenceEliteMonsters,ratioDragons,differenceDragons,ratioTotalGold,differenceTotalGold,ratioAvgLevel,differenceAvgLevel,ratioTotalExperience,differenceTotalExperience,ratioTotalMinionsKilled,differenceTotalMinionsKilled,differenceGoldDiff,differenceExperienceDiff,ratioCSPerMin,differenceCSPerMin,ratioGoldPerMin,differenceGoldPerMin
611,0,0.0,-1,1.3333333333333333,3,0.5555555555555556,-3,1.0,1,0.5,0,0.0,-1,1.063894277400582,1055,0.878048780487805,0.0,1.0919476486246673,1659,0.8755020080321285,-30,2110,3318,0.8449612403100776,-3.0,1.0633141472281127,105.5
612,0,0.0,-1,0.0,-3,3.0,3,0.0,-1,0.5,0,0.0,-1,0.8602345016839217,-2240,0.85,-0.20000000000000018,0.9129035718116486,-1623,0.8991935483870968,-24,-4480,-3246,0.867704280155642,-2.3999999999999986,0.8597519167238048,-224.0
613,0,0.0,-1,0.7272727272727273,-2,1.1111111111111112,2,0.14285714285714285,-11,0.0,-1,0.0,-1,0.8984935238201123,-1825,0.8292682926829269,-0.40000000000000036,0.9351938668578678,-1174,1.0203045685279188,5,-3650,-2348,0.9757281553398058,0.5,0.8980442271363485,-182.5
614,0,0.0,-1,0.4444444444444444,-4,1.6,4,0.5714285714285714,-2,1.0,1,1.0,1,0.8649168457970359,-2387,0.7857142857142856,-0.8000000000000007,0.8796338906785294,-2353,0.9012345679012346,-23,-4774,-4706,0.8690476190476191,-2.3000000000000007,0.8644767343246452,-238.70000000000005
615,0,0.0,-1,0.4166666666666667,-6,1.8333333333333333,6,0.3333333333333333,-7,0.0,0,0.0,0,0.8453877551020408,-2840,0.775,-0.7999999999999998,0.9201384813988969,-1360,1.050251256281407,11,-5680,-2720,1.0048076923076923,1.0999999999999979,0.8449738903394256,-284.0
616,1,1.0,1,3.6666666666666665,9,0.16666666666666666,-9,2.6666666666666665,6,2.0,2,1.0,1,1.3930756496077161,5462,0.9230769230769231,0.40000000000000036,1.2246943765281173,3677,1.3005181347150259,59,10924,7354,1.2425742574257428,5.900000000000002,1.3921737879441807,546.2
617,0,1.0,1,0.7777777777777778,-1,1.0,1,0.75,-1,0.0,-1,0.0,-1,0.9188118811881189,-1352,0.8648648648648649,0.0,0.9297734435392757,-1180,0.755656108597285,-53,-2704,-2360,0.726086956521739,-5.300000000000001,0.9183159409859661,-135.20000000000005
618,0,0.0,-1,0.5555555555555556,-3,1.3333333333333333,3,0.7142857142857143,-1,0.0,-1,0.0,0,0.8593537136940766,-2580,0.7804878048780489,-0.7999999999999998,0.8364076949705751,-3307,1.0711111111111111,17,-5160,-6614,1.02991452991453,1.7000000000000028,0.8589324618736384,-258.0
619,1,0.0,-1,2.2,7,0.3333333333333333,-7,4.333333333333333,11,0.0,0,0.0,0,1.2785322538521808,4267,0.9736842105263159,0.8000000000000007,1.1662654952461187,2764,1.1343283582089552,28,8534,5528,1.0857142857142859,2.8000000000000007,1.2777814029363785,426.70000000000005
620,0,1.0,1,0.875,0,0.875,0,1.875,8,0.0,0,0.0,0,0.9506944057114173,-883,0.853658536585366,-0.20000000000000018,0.9231441048034934,-1495,0.852589641434263,-36,-1766,-2990,0.823076923076923,-3.6000000000000014,0.9502174155424239,-88.29999999999995
621,0,0.0,-1,0.6,-3,1.2857142857142858,3,0.4444444444444444,-4,0.5,0,0.0,-1,0.8914759053002742,-1938,0.8292682926829269,-0.40000000000000036,0.8995921244775669,-1993,0.8408163265306122,-38,-3876,-3986,0.8110236220472442,-3.799999999999997,0.8910270754083688,-193.79999999999995
622,1,0.0,-1,0.75,-1,1.0,1,0.8888888888888888,0,1.0,1,1.0,1,0.9584086799276673,-689,0.8292682926829269,-0.40000000000000036,0.9230148916724907,-1431,0.9269406392694064,-15,-1378,-2862,0.8903508771929824,-1.5,0.957889029459606,-68.90000000000009
623,1,0.0,-1,0.2857142857142857,-4,2.0,4,0.4,-2,2.0,2,1.0,1,0.9164333789981536,-1402,0.8372093023255814,-0.39999999999999947,0.9493849566444847,-1003,0.9283018867924528,-18,-2804,-2006,0.8978102189781023,-1.7999999999999972,0.9159423740921538,-140.20000000000005
624,1,0.0,-1,0.2,-7,3.0,7,0.06666666666666667,-13,0.0,-2,0.0,-1,0.74756212645486,-4814,0.7619047619047619,-1.0,0.8147054407127484,-3701,0.8962655601659751,-24,-9628,-7402,0.8640000000000001,-2.3999999999999986,0.7472095582455589,-481.39999999999986
625,0,0.0,-1,0.3333333333333333,-1,1.0,1,0.3333333333333333,-1,1.0,1,1.0,1,0.9759897484319148,-355,0.8292682926829269,-0.40000000000000036,0.9779803415518094,-400,1.0343347639484979,9,-710,-800,0.9958677685950414,0.9000000000000021,0.9753976813157185,-35.5
626,0,0.0,-1,0.1111111111111111,-7,4.0,7,0.0,-3,0.0,-1,0.0,-1,0.7319180590524147,-4684,0.8048780487804879,-0.6000000000000005,0.8353127879594553,-3216,0.7208333333333333,-66,-9368,-6432,0.6947791164658635,-6.599999999999998,0.7315413211323991,-468.4000000000001
627,1,1.0,1,1.0,1,0.7142857142857143,-1,1.3333333333333333,3,0.0,0,0.0,0,1.022140221402214,361,0.875,0.0,0.9633920800696257,-672,1.0625,15,722,-1344,1.0214592274678111,1.5,1.021574774110271,36.09999999999991
628,0,1.0,1,0.7777777777777778,-1,1.0,1,0.7692307692307693,-2,2.0,2,1.0,1,1.0376746073146699,651,0.875,0.0,1.041502305683649,748,1.0963302752293578,22,1302,1496,1.052863436123348,2.1999999999999993,1.0371335882284787,65.09999999999991
629,1,0.0,-1,2.0,6,0.36363636363636365,-6,2.1666666666666665,8,1.0,1,1.0,1,1.2961301553294056,4424,0.9230769230769231,0.40000000000000036,1.161138014527845,2663,1.2789473684210526,54,8848,5326,1.221105527638191,5.400000000000002,1.2953496152559385,442.4000000000001
630,0,1.0,1,0.3076923076923077,-8,2.4,8,0.25,-8,1.0,1,0.0,0,0.7828335056876939,-4199,0.8048780487804879,-0.6000000000000005,0.8234534084448809,-3415,0.8918918918918919,-23,-8398,-6830,0.8571428571428571,-2.3000000000000007,0.7824693782624424,-419.9000000000001
631,1,1.0,1,1.75,4,0.375,-4,3.25,10,1.0,1,1.0,1,1.1639719840282778,2506,0.9230769230769231,0.40000000000000036,1.1018760659465605,1793,1.0180995475113122,5,5012,3586,0.9782608695652174,0.5,1.1632866675389246,250.60000000000014
632,1,0.0,-1,0.875,0,0.875,0,1.6,4,0.0,-1,0.0,-1,1.0292168864769358,464,0.8717948717948718,0.0,1.0245849482269913,426,1.028169014084507,7,928,852,0.9864864864864864,0.6999999999999993,1.0286326942482342,46.40000000000009
633,1,0.0,-1,1.125,2,0.7,-2,0.9166666666666666,0,0.0,0,0.0,0,1.1048812255783662,1692,0.8974358974358975,0.20000000000000018,1.1062848241567311,1775,1.0456852791878173,10,3384,3550,1.0,1.0,1.1042648152739896,169.20000000000005
634,1,0.0,-1,0.4,-2,1.3333333333333333,2,0.5,-1,1.0,1,1.0,1,0.9408873049035271,-961,0.853658536585366,-0.20000000000000018,0.961660329531052,-725,0.9960159362549801,0,-1922,-1450,0.9615384615384616,0.0,0.9403672541914881,-96.09999999999991
635,1,1.0,1,1.4,3,0.5,-3,1.25,2,2.0,2,1.0,1,1.1032965589703179,1574,0.9230769230769231,0.40000000000000036,1.109563658099223,1834,1.0497512437810945,11,3148,3668,1.0047619047619047,1.1000000000000014,1.1026448776005775,157.39999999999986
636,1,0.0,-1,0.2727272727272727,-7,2.5,7,0.6666666666666666,-1,1.0,1,1.0,1,0.8033916849015317,-3593,0.813953488372093,-0.5999999999999996,0.8443547999807904,-3240,0.9074889867841409,-20,-7186,-6480,0.8728813559322034,-2.0,0.8029963365957679,-359.3000000000002
637,0,1.0,1,0.45454545454545453,-5,1.6666666666666667,5,0.38461538461538464,-7,2.0,2,1.0,1,0.8799103330486764,-2249,0.8333333333333333,-0.40000000000000036,0.9232028575680905,-1547,1.1348837209302325,30,-4498,-3094,1.0892857142857142,3.0,0.879487863430248,-224.9000000000001
638,1,0.0,-1,1.0909090909090908,2,0.7692307692307693,-2,0.45454545454545453,-5,0.5,0,0.0,-1,1.1452303774021764,2510,0.925,0.40000000000000036,1.1392285983066792,2517,1.0327102803738317,8,5020,5034,0.9910313901345292,0.8000000000000007,1.1446340757882558,251.0
639,1,0.0,-1,0.42857142857142855,-3,1.5,3,0.2857142857142857,-4,0.5,0,0.0,-1,0.854909090909091,-2393,0.8378378378378378,-0.20000000000000018,0.9398959392380839,-1004,1.0695187165775402,14,-4786,-2008,1.0204081632653061,1.3999999999999986,0.8544430310739596,-239.30000000000018
640,0,1.0,1,0.8571428571428571,0,0.8571428571428571,0,0.7,-2,0.5,0,1.0,1,0.9358446827006665,-1106,0.8947368421052632,0.20000000000000018,0.9174243296121533,-1434,0.9216589861751152,-16,-2212,-2868,0.8849557522123893,-1.6000000000000014,0.9353568118628359,-110.60000000000014
641,0,0.0,-1,0.5,-3,1.4,3,0.5,-3,0.0,-1,0.0,-1,0.9161263208453411,-1396,0.9210526315789475,0.40000000000000036,0.9947632186496987,-92,0.852589641434263,-36,-2792,-184,0.823076923076923,-3.6000000000000014,0.9156315631563157,-139.5999999999999
642,1,1.0,1,1.25,2,0.5,-2,1.2,2,0.0,-1,0.0,-1,1.0179308565531475,279,0.875,0.0,1.0216512542222715,392,0.8866396761133604,-27,558,784,0.8554687499999999,-2.700000000000003,1.0173402952362536,27.90000000000009
643,1,1.0,1,1.75,4,0.375,-4,2.0,5,1.0,1,1.0,1,1.1441593517893316,2136,0.85,-0.20000000000000018,0.9971716947648624,-50,0.9330543933054394,-15,4272,-100,0.8991935483870968,-1.5,1.1434644712868614,213.5999999999999
644,1,0.0,-1,1.0,1,0.6,-1,0.3333333333333333,-1,1.0,1,1.0,1,1.0217186659494353,324,0.9459459459459459,0.5999999999999996,1.1082402656202837,1794,0.9475982532751092,-11,648,3588,0.9117647058823529,-1.1000000000000014,1.0211007324776562,32.40000000000009
645,1,1.0,1,0.3,-6,2.25,6,0.125,-13,1.0,1,1.0,1,0.8570350592059438,-2462,0.8205128205128206,-0.39999999999999947,0.9674792018151143,-558,0.970873786407767,-5,-4924,-1116,0.9302325581395349,-0.5,0.8565875732436039,-246.20000000000005
646,0,0.0,-1,0.375,-4,1.75,4,0.2727272727272727,-7,0.0,-1,0.0,-1,0.8504435245416913,-2528,0.8461538461538461,-0.20000000000000018,0.9445095740523642,-993,1.0253807106598984,6,-5056,-1986,0.9805825242718446,0.5999999999999979,0.8499911342277912,-252.80000000000018
647,1,1.0,1,0.6666666666666666,-2,1.1428571428571428,2,0.875,0,1.0,1,1.0,1,0.8677272988340704,-2302,0.8,-0.5999999999999996,0.8807030665669409,-2232,0.7732793522267206,-55,-4604,-4464,0.74609375,-5.5,0.8672789896670493,-230.20000000000005
648,1,1.0,1,1.8,5,0.4,-5,1.5,4,0.0,-1,0.0,-1,1.242655348497911,3660,0.8974358974358975,0.20000000000000018,1.032904884318766,577,1.248730964467005,50,7320,1154,1.1941747572815533,5.0,1.2419141039236479,366.0
649,1,1.0,1,1.2222222222222223,3,0.6666666666666666,-3,2.0,7,0.0,-2,0.0,-1,1.055581395348837,957,0.9230769230769231,0.40000000000000036,1.0258849557522123,469,0.9497716894977168,-10,1914,938,0.9122807017543859,-1.0,1.0550293451101167,95.69999999999982
650,0,1.0,1,1.0,1,0.8,-1,1.0,1,1.0,1,1.0,1,1.0430281268701376,720,0.8717948717948718,0.0,0.9894815068884697,-183,1.0,1,1440,-366,0.9590909090909091,0.10000000000000142,1.0424666547042287,72.0
651,0,0.0,-1,0.3333333333333333,-5,2.0,5,0.1111111111111111,-7,0.0,-2,0.0,-1,0.7926579049520324,-3738,0.853658536585366,-0.20000000000000018,0.9337396878776733,-1260,0.8956521739130435,-23,-7476,-2520,0.8619246861924688,-2.299999999999997,0.7922624986143444,-373.79999999999995
652,1,0.0,-1,1.6,4,0.4444444444444444,-4,0.25,-5,2.0,2,1.0,1,1.1121865376154862,1786,0.9729729729729729,0.7999999999999998,1.1750890124305078,2804,1.1144278606965174,24,3572,5608,1.0666666666666667,2.3999999999999986,1.1115577889447235,178.5999999999999
653,0,0.0,-1,0.5,-4,1.5,4,0.3076923076923077,-8,0.0,-1,0.0,-1,0.9039062039710127,-1630,0.85,-0.20000000000000018,0.9924786128495149,-130,0.8940092165898618,-22,-3260,-260,0.8584070796460176,-2.200000000000003,0.9034271581674714,-163.0
654,0,1.0,1,1.5714285714285714,5,0.5,-5,1.7,8,1.0,1,1.0,1,1.2536222754189241,4027,0.9210526315789475,0.40000000000000036,1.0421103290621427,701,1.0101010101010102,3,8054,1402,0.9661835748792271,0.3000000000000007,1.2529119184033244,402.70000000000005
655,1,0.0,-1,0.3333333333333333,-5,2.0,5,0.125,-6,0.0,-2,0.0,-1,0.8384020468686398,-2778,0.8,-0.5999999999999996,0.8845970180930652,-2174,1.0,1,-5556,-4348,0.958139534883721,0.10000000000000142,0.837963501104266,-277.79999999999995
656,1,1.0,1,3.5,6,0.125,-6,2.3333333333333335,5,0.5,0,1.0,1,1.134145520630006,1994,0.9,0.20000000000000018,1.0857508769976056,1541,1.0133333333333334,4,3988,3082,0.9743589743589745,0.40000000000000213,1.13345889950222,199.4000000000001
657,1,1.0,1,1.8571428571428572,7,0.42857142857142855,-7,3.125,18,0.0,-1,0.0,-1,1.2412234536561204,3897,0.9473684210526316,0.6000000000000005,1.1523656298414968,2558,1.13,27,7794,5116,1.0813397129186604,2.700000000000003,1.2405321782178218,389.70000000000005
658,0,1.0,1,0.6,-1,1.0,1,0.6,-1,0.0,0,0.0,0,0.9288732394366197,-1110,0.8717948717948718,0.0,0.9373603009322358,-1148,0.8305785123966942,-40,-2220,-2296,0.800796812749004,-4.0,0.9283383453835818,-111.0
659,1,1.0,1,1.4285714285714286,4,0.5454545454545454,-4,1.2222222222222223,3,2.0,2,1.0,1,1.1048686856376821,1722,0.926829268292683,0.39999999999999947,1.084013548781165,1514,1.0943396226415094,21,3444,3028,1.0497737556561084,2.099999999999998,1.1042630937880633,172.20000000000005
660,1,1.0,1,1.0,1,0.75,-1,0.8,-1,0.0,-1,0.0,-1,1.0203748488512696,338,0.85,-0.20000000000000018,0.9847520107238605,-272,0.935064935064935,-14,676,-544,0.9,-1.3999999999999986,1.0198199286965979,33.799999999999955
661,1,0.0,-1,0.6666666666666666,-1,1.0,1,0.5714285714285714,-2,0.0,-2,0.0,-1,0.9572951491831199,-676,0.8461538461538461,-0.20000000000000018,1.0212374681141365,359,1.0044247787610618,2,-1352,718,0.9659574468085106,0.1999999999999993,0.9567519858781994,-67.60000000000014
662,1,0.0,-1,0.8333333333333334,0,0.8333333333333334,0,0.5,-2,0.0,-1,0.0,-1,0.9953291131460882,-75,0.875,0.0,1.0353685576767075,655,1.1192660550458715,27,-150,1310,1.0748898678414096,2.6999999999999993,0.9947788697788698,-7.5
663,1,1.0,1,4.5,8,0.1,-8,13.0,13,0.0,0,0.0,0,1.3551325729521553,4796,0.9729729729729729,0.7999999999999998,1.1919896321895829,3112,1.2303921568627452,48,9592,6224,1.1784037558685447,4.800000000000001,1.3542298867589373,479.60000000000014
664,0,0.0,-1,0.5,-4,1.5,4,0.2,-11,1.0,1,1.0,1,0.9051257198243914,-1663,0.875,0.0,1.0090189785868422,164,1.2873563218390804,51,-3326,328,1.2240437158469943,5.099999999999998,0.904661499886027,-166.29999999999995
665,1,1.0,1,1.4285714285714286,4,0.5454545454545454,-4,2.142857142857143,9,2.0,2,1.0,1,1.2216572846679983,3663,0.9743589743589743,0.7999999999999998,1.1533266354096896,2748,1.1191709844559585,24,7326,5496,1.0693069306930694,2.400000000000002,1.2209921355111917,366.29999999999995
666,0,0.0,-1,0.6666666666666666,-2,1.1428571428571428,2,0.7777777777777778,-1,0.0,-1,0.0,-1,0.935714704674761,-1095,0.8461538461538461,-0.20000000000000018,0.9858131880603791,-249,1.0091324200913243,3,-2190,-498,0.9692982456140351,0.3000000000000007,0.9352210106694806,-109.5
667,0,1.0,1,0.7777777777777778,-1,1.0,1,0.7272727272727273,-2,0.5,0,1.0,1,0.9460415745245466,-975,0.875,0.0,0.9637460622563938,-678,0.9513274336283186,-10,-1950,-1356,0.9148936170212766,-1.0,0.9455710891307951,-97.5
668,1,1.0,1,1.2,2,0.5714285714285714,-2,2.75,8,0.0,-2,0.0,-1,1.0926135984519918,1389,0.9473684210526316,0.6000000000000005,1.0981393651951843,1615,1.135678391959799,28,2778,3230,1.0865384615384617,2.8000000000000007,1.0919578554281142,138.9000000000001
669,1,1.0,1,2.6666666666666665,6,0.2222222222222222,-6,4.333333333333333,11,0.5,0,0.0,-1,1.2408506429277943,3410,0.9729729729729729,0.7999999999999998,1.1287636932707354,2058,0.9485981308411215,-10,6820,4116,0.9103139013452914,-1.0,1.2400621337287299,341.0
670,0,1.0,1,0.4444444444444444,-4,1.6,4,0.7777777777777778,-1,0.5,0,0.0,-1,0.8719152590896078,-2236,0.8292682926829269,-0.40000000000000036,0.8911947042135127,-2070,0.868421052631579,-29,-4472,-4140,0.8354430379746836,-2.8999999999999986,0.8714661783220784,-223.60000000000014
671,1,1.0,1,2.25,6,0.3,-6,1.75,4,0.0,-1,0.0,-1,1.1784778761061947,2522,0.9210526315789475,0.40000000000000036,1.134234458701881,2156,1.1184834123222749,26,5044,4312,1.0727272727272728,2.6000000000000014,1.1777274656855807,252.19999999999982
672,1,1.0,1,0.7777777777777778,-1,1.0,1,0.7777777777777778,-1,1.0,1,1.0,1,1.0087912087912088,153,0.8717948717948718,0.0,0.9710241836620974,-519,1.039647577092511,10,306,-1038,1.0,1.0,1.008266373778831,15.299999999999955
673,1,0.0,-1,0.5714285714285714,-2,1.2,2,0.5,-4,0.5,0,0.0,-1,0.8664831769926417,-2376,0.875,0.0,0.9526855572002537,-894,0.9078947368421053,-20,-4752,-1788,0.8734177215189873,-2.0,0.866045362676847,-237.60000000000014
674,1,0.0,-1,0.375,-4,1.75,4,0.4,-5,0.0,0,0.0,0,0.824642097395504,-3049,0.8048780487804879,-0.6000000000000005,0.8837051000104723,-2220,0.8636363636363636,-32,-6098,-4440,0.8326693227091633,-3.200000000000003,0.8242156074014481,-304.9000000000001
675,1,0.0,-1,0.8181818181818182,-1,1.0,1,0.5,-4,1.0,1,1.0,1,0.940939743310855,-1085,0.8292682926829269,-0.40000000000000036,0.9085826855499947,-1716,0.9425837320574163,-11,-2170,-3432,0.9036697247706421,-1.1000000000000014,0.9404794259933685,-108.5
676,0,0.0,-1,0.6,-3,1.2857142857142858,3,0.75,-1,0.0,-1,0.0,0,1.01665828162558,299,0.853658536585366,-0.20000000000000018,0.9460678765508049,-1051,1.0324074074074074,8,598,-2102,0.9911111111111112,0.8000000000000007,1.0161470555369316,29.90000000000009
677,0,1.0,1,0.42857142857142855,-3,1.5,3,0.18181818181818182,-8,0.0,0,0.0,0,0.9027628274129889,-1625,0.85,-0.20000000000000018,0.8722471613414312,-2418,0.9367088607594937,-14,-3250,-4836,0.9024390243902438,-1.4000000000000021,0.9022772099695177,-162.5
678,0,0.0,-1,1.0,1,0.6,-1,1.0,1,2.0,2,1.0,1,1.0261273466227985,406,0.85,-0.20000000000000018,1.0714723755366002,1283,1.0769230769230769,18,812,2566,1.0347826086956522,1.8000000000000007,1.025531914893617,40.59999999999991
679,1,0.0,-1,0.16666666666666666,-4,2.5,4,0.125,-6,2.0,2,1.0,1,0.9247431612823369,-1215,0.875,0.0,0.9590456611123134,-756,0.8974358974358975,-23,-2430,-1512,0.8641975308641975,-2.3000000000000007,0.9242283664254345,-121.5
680,0,0.0,-1,0.06666666666666667,-13,7.0,13,0.0,-14,0.0,0,0.0,0,0.6244824662044196,-7527,0.7317073170731708,-1.2000000000000002,0.7599153297682709,-4309,0.6877828054298643,-68,-15054,-8618,0.6608695652173913,-6.800000000000001,0.6242022337455126,-752.6999999999998
681,1,1.0,1,2.4,8,0.3076923076923077,-8,4.666666666666667,12,0.0,-1,0.0,-1,1.1997383055282957,3054,0.9210526315789475,0.40000000000000036,1.157215364371201,2510,1.1047120418848169,21,6108,5020,1.0550000000000002,2.1000000000000014,1.1990323002484633,305.39999999999986
682,1,0.0,-1,1.6666666666666667,3,0.3333333333333333,-3,9.0,9,2.0,2,1.0,1,1.18069552874379,2547,0.8974358974358975,0.20000000000000018,1.0849252142737102,1517,1.1388888888888888,31,5094,3034,1.0933333333333335,3.1000000000000014,1.1799418398467976,254.69999999999982
683,0,1.0,1,1.6,4,0.4444444444444444,-4,2.2,7,1.0,1,1.0,1,0.9949513381995134,-82,0.8461538461538461,-0.20000000000000018,1.016160797034291,280,0.8099173553719008,-45,-164,560,0.7808764940239044,-4.5,0.9944069548300808,-8.200000000000045
684,0,0.0,-1,0.45454545454545453,-5,1.6666666666666667,5,0.26666666666666666,-10,0.0,-1,0.0,-1,0.8574713902425669,-2602,0.853658536585366,-0.20000000000000018,0.9703236925728443,-550,1.0151515151515151,4,-5204,-1100,0.9710144927536233,0.40000000000000213,0.8570490367775832,-260.20000000000005
685,0,1.0,1,1.0,1,0.7777777777777778,-1,2.8,10,0.0,-1,0.0,-1,1.0604197714853452,974,0.8461538461538461,-0.20000000000000018,0.9396150531456477,-1050,0.8507462686567164,-29,1948,-2100,0.8142857142857144,-2.8999999999999986,1.0598274685036928,97.40000000000009
686,0,0.0,-1,0.5,-3,1.4,3,0.2222222222222222,-6,0.0,-2,0.0,-1,0.8188068427890862,-3346,0.8292682926829269,-0.40000000000000036,0.9108078082843993,-1685,1.0136363636363637,4,-6692,-3370,0.9737991266375546,0.40000000000000213,0.8184080948000649,-334.5999999999999
687,0,1.0,1,1.2857142857142858,3,0.6,-3,1.6666666666666667,5,1.0,1,1.0,1,1.0613588374115017,989,0.9230769230769231,0.40000000000000036,1.0425603973808986,755,1.0093457943925233,3,1978,1510,0.968609865470852,0.3000000000000007,1.0607659363168023,98.90000000000009
688,1,1.0,1,2.0,7,0.38461538461538464,-7,1.8571428571428572,7,1.0,1,1.0,1,1.2950206652233813,4498,1.027777777777778,1.2000000000000002,1.2649977300732862,4087,1.2391304347826086,45,8996,8174,1.1813471502590673,4.5,1.2942564909520062,449.79999999999995
689,1,1.0,1,4.5,8,0.1,-8,11.0,11,1.0,1,1.0,1,1.385645933014354,5240,0.9,0.20000000000000018,1.1321481145963084,2335,1.0871559633027523,20,10480,4670,1.0440528634361232,2.0,1.3847285567161982,524.0
690,0,0.0,-1,0.6666666666666666,0,0.6666666666666666,0,1.0,1,0.0,-1,0.0,-1,1.0770853177303035,1134,0.925,0.40000000000000036,1.063319493006993,1160,1.1338912133891212,33,2268,2320,1.092741935483871,3.3000000000000007,1.0764261916094375,113.39999999999986
691,0,0.0,-1,0.3333333333333333,-5,2.0,5,0.15384615384615385,-10,0.0,0,0.0,0,0.8483774815814633,-2695,0.8947368421052632,0.20000000000000018,0.9911795226565202,-152,1.0547945205479452,13,-5390,-304,1.013157894736842,1.3000000000000007,0.8479482855536818,-269.5
692,1,1.0,1,1.7142857142857142,6,0.46153846153846156,-6,2.25,6,1.0,1,1.0,1,1.140759715106835,2254,0.9,0.20000000000000018,1.0857095582152114,1555,1.0092592592592593,3,4508,3110,0.9688888888888889,0.3000000000000007,1.1401186387761475,225.4000000000001
693,1,0.0,-1,0.875,0,0.875,0,0.875,0,2.0,2,1.0,1,1.072544017918248,1167,0.9736842105263159,0.8000000000000007,1.140834176236092,2368,1.2131147540983607,40,2334,4736,1.15625,4.0,1.071943788086059,116.70000000000005
694,1,1.0,1,0.6,-1,1.0,1,0.2857142857142857,-4,2.0,2,1.0,1,0.9829853579175705,-250,0.8918918918918918,0.1999999999999993,1.0298818198518156,489,0.9436619718309859,-11,-500,978,0.9054054054054055,-1.0999999999999979,0.9823860172075063,-25.0
695,0,0.0,-1,0.7142857142857143,-1,1.0,1,0.5555555555555556,-3,0.5,0,0.0,-1,0.9431745477810737,-976,0.813953488372093,-0.5999999999999996,0.9516702559222717,-964,0.9461883408071748,-11,-1952,-1928,0.9094827586206897,-1.0999999999999979,0.9426810835949307,-97.60000000000014
696,1,1.0,1,1.125,2,0.7,-2,1.5,4,0.0,0,0.0,0,1.0614598978672274,1024,0.878048780487805,0.0,1.041484353364719,750,1.013215859030837,4,2048,1500,0.9745762711864406,0.3999999999999986,1.0608862735679114,102.39999999999986
697,0,0.0,-1,0.5833333333333334,-4,1.375,4,0.7272727272727273,-2,0.0,0,0.0,0,0.8593716259987044,-2604,0.85,-0.20000000000000018,0.9392344762643328,-1096,1.0869565217391304,17,-5208,-2192,1.0362694300518134,1.6999999999999993,0.8589542977391681,-260.39999999999986
698,1,0.0,-1,0.75,-1,1.0,1,0.4444444444444444,-4,0.5,0,0.0,-1,1.0089965812991064,151,0.8974358974358975,0.20000000000000018,1.0449168619573708,806,0.9383259911894273,-13,302,1612,0.9025423728813559,-1.3000000000000007,1.0084522239539624,15.099999999999909
699,1,1.0,1,1.1666666666666667,2,0.625,-2,1.6666666666666667,5,0.0,0,0.0,0,1.1204647370566654,1774,0.9189189189189189,0.39999999999999947,1.0829147326254212,1305,1.1637426900584795,29,3548,2610,1.1055555555555554,2.8999999999999986,1.1197799959258503,177.39999999999986
700,1,1.0,1,1.5,3,0.42857142857142855,-3,2.3333333333333335,5,1.0,1,1.0,1,1.3215633231294939,4518,0.8974358974358975,0.20000000000000018,1.1006813909774436,1715,1.4058823529411764,70,9036,3430,1.335195530726257,7.0,1.3207171314741037,451.8000000000002
701,1,1.0,1,1.25,2,0.5,-2,1.0,1,1.0,1,1.0,1,1.0511104979997241,742,0.9473684210526316,0.6000000000000005,1.1812562437562437,2904,1.1912568306010929,36,1484,5808,1.1354166666666667,3.6000000000000014,1.0504583993933962,74.20000000000005
702,0,0.0,-1,0.2,-7,3.0,7,0.2857142857142857,-4,0.5,0,1.0,1,0.7697131211788681,-4406,0.7674418604651163,-1.0,0.8652299286689937,-2663,1.0512820512820513,13,-8812,-5326,1.0123456790123457,1.3000000000000007,0.7693513005327484,-440.5999999999999
703,0,1.0,1,1.1428571428571428,2,0.6666666666666666,-2,1.1428571428571428,2,1.0,1,0.0,0,1.083111954459203,1315,0.8421052631578948,-0.1999999999999993,1.0036821475234587,63,0.9857142857142858,-2,2630,126,0.9452054794520548,-0.1999999999999993,1.0824957329793286,131.5
704,1,0.0,-1,0.8571428571428571,0,0.8571428571428571,0,0.6,-1,0.0,0,0.0,0,1.0598814100475662,920,0.9210526315789475,0.40000000000000036,1.0655786704925874,1098,1.009478672985782,3,1840,2196,0.9681818181818183,0.3000000000000007,1.059260224016671,92.0
705,0,0.0,-1,0.46153846153846156,-6,1.7142857142857142,6,0.6923076923076923,-3,0.0,-1,0.0,-1,0.8598396427484015,-2761,0.8333333333333333,-0.40000000000000036,0.8814312091421728,-2375,0.8464912280701754,-34,-5522,-4750,0.8143459915611815,-3.3999999999999986,0.8594471214811058,-276.0999999999999
706,1,0.0,-1,1.5,3,0.42857142857142855,-3,2.0,3,2.0,2,1.0,1,1.2648093048417637,3917,0.95,0.5999999999999996,1.1180044083651417,2196,1.1981566820276497,44,7834,4392,1.1504424778761062,4.399999999999999,1.264040008109752,391.70000000000005
707,1,1.0,1,1.0,1,0.6666666666666666,-1,1.4,3,1.0,1,1.0,1,1.059314899954672,917,0.875,0.0,0.9950246036085293,-90,0.958904109589041,-8,1834,-180,0.9210526315789473,-0.8000000000000007,1.0586979031840538,91.70000000000005
